stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\nilo1\source\repos\jogo2d-ARMENIA\Armenia-Jogo2d\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0.24705] added dtor for sub_bitmap 000001600A47A200, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24712] added dtor for sub_bitmap 000001600A47A9C0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24719] added dtor for sub_bitmap 000001600A47ABB0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24726] added dtor for sub_bitmap 000001600A47ADA0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24734] added dtor for sub_bitmap 000001600A479090, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24741] added dtor for sub_bitmap 000001600A479280, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24750] added dtor for sub_bitmap 000001600A47A010, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24757] added dtor for sub_bitmap 000001600A479470, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24764] added dtor for sub_bitmap 000001600A479850, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24771] added dtor for sub_bitmap 000001600A479660, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24778] added dtor for sub_bitmap 000001600A479A40, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24784] added dtor for sub_bitmap 000001600A47A3F0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24791] added dtor for sub_bitmap 000001600A479C30, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24804] added dtor for sub_bitmap 000001600A479E20, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24811] added dtor for sub_bitmap 000001600A47A5E0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24821] added dtor for sub_bitmap 000001600A47A7D0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24829] added dtor for sub_bitmap 000001600A47C400, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24837] added dtor for sub_bitmap 000001600A47B860, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24850] added dtor for sub_bitmap 000001600A47B480, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24860] added dtor for sub_bitmap 000001600A47B290, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24868] added dtor for sub_bitmap 000001600A47BE30, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24875] added dtor for sub_bitmap 000001600A47C020, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24882] added dtor for sub_bitmap 000001600A47CDB0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24890] added dtor for sub_bitmap 000001600A47BA50, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24897] added dtor for sub_bitmap 000001600A47B670, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24904] added dtor for sub_bitmap 000001600A47CBC0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24912] added dtor for sub_bitmap 000001600A47C210, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24920] added dtor for sub_bitmap 000001600A47BC40, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24929] added dtor for sub_bitmap 000001600A47C5F0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24937] added dtor for sub_bitmap 000001600A47C7E0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24944] added dtor for sub_bitmap 000001600A47B0A0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24952] added dtor for sub_bitmap 000001600A47C9D0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24964] added dtor for sub_bitmap 000001600A47F2C0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24972] added dtor for sub_bitmap 000001600A480A00, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24979] added dtor for sub_bitmap 000001600A47F0D0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.24987] added dtor for sub_bitmap 000001600A480BF0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25003] added dtor for sub_bitmap 000001600A47F4B0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25011] added dtor for sub_bitmap 000001600A480DE0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25022] added dtor for sub_bitmap 000001600A47F6A0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25029] added dtor for sub_bitmap 000001600A47F890, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25036] added dtor for sub_bitmap 000001600A480240, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25044] added dtor for sub_bitmap 000001600A47FA80, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25053] added dtor for sub_bitmap 000001600A47FE60, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25061] added dtor for sub_bitmap 000001600A480430, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25068] added dtor for sub_bitmap 000001600A480050, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25076] added dtor for sub_bitmap 000001600A47FC70, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25083] added dtor for sub_bitmap 000001600A480620, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25092] added dtor for sub_bitmap 000001600A480810, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25103] added dtor for sub_bitmap 000001600A4810E0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25110] added dtor for sub_bitmap 000001600A482060, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25118] added dtor for sub_bitmap 000001600A4812D0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25127] added dtor for sub_bitmap 000001600A482250, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25134] added dtor for sub_bitmap 000001600A481E70, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25143] added dtor for sub_bitmap 000001600A4818A0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25150] added dtor for sub_bitmap 000001600A482440, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25159] added dtor for sub_bitmap 000001600A481A90, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25166] added dtor for sub_bitmap 000001600A482630, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25174] added dtor for sub_bitmap 000001600A4814C0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25184] added dtor for sub_bitmap 000001600A482A10, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25192] added dtor for sub_bitmap 000001600A482820, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25203] added dtor for sub_bitmap 000001600A482C00, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25210] added dtor for sub_bitmap 000001600A482DF0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25220] added dtor for sub_bitmap 000001600A4816B0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25228] added dtor for sub_bitmap 000001600A481C80, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25238] added dtor for sub_bitmap 000001600A487C30, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25246] added dtor for sub_bitmap 000001600A487090, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25252] added dtor for sub_bitmap 000001600A486110, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25260] added dtor for sub_bitmap 000001600A486AC0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25267] added dtor for sub_bitmap 000001600A486CB0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25274] added dtor for sub_bitmap 000001600A486EA0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25280] added dtor for sub_bitmap 000001600A487280, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25287] added dtor for sub_bitmap 000001600A487660, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25294] added dtor for sub_bitmap 000001600A487E20, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25301] added dtor for sub_bitmap 000001600A487470, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25308] added dtor for sub_bitmap 000001600A486300, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25316] added dtor for sub_bitmap 000001600A487850, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25323] added dtor for sub_bitmap 000001600A4864F0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25330] added dtor for sub_bitmap 000001600A4866E0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25337] added dtor for sub_bitmap 000001600A4868D0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25343] added dtor for sub_bitmap 000001600A487A40, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25360] added dtor for sub_bitmap 000001600A4888E0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25368] added dtor for sub_bitmap 000001600A48A020, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25376] added dtor for sub_bitmap 000001600A48A400, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25384] added dtor for sub_bitmap 000001600A48B380, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25392] added dtor for sub_bitmap 000001600A48B570, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25403] added dtor for sub_bitmap 000001600A48B760, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25410] added dtor for sub_bitmap 000001600A48BB40, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25419] added dtor for sub_bitmap 000001600A48AFA0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25427] added dtor for sub_bitmap 000001600A489A50, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25438] added dtor for sub_bitmap 000001600A48B190, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25457] added dtor for sub_bitmap 000001600A488500, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25480] added dtor for sub_bitmap 000001600A48B950, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25502] added dtor for sub_bitmap 000001600A48BD30, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25567] added dtor for sub_bitmap 000001600A488CC0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25631] added dtor for sub_bitmap 000001600A488120, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25649] added dtor for sub_bitmap 000001600A488310, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25658] added dtor for sub_bitmap 000001600A488EB0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25666] added dtor for sub_bitmap 000001600A4890A0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25676] added dtor for sub_bitmap 000001600A48ADB0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25684] added dtor for sub_bitmap 000001600A4886F0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25691] added dtor for sub_bitmap 000001600A48A5F0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25697] added dtor for sub_bitmap 000001600A489290, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25706] added dtor for sub_bitmap 000001600A489480, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25713] added dtor for sub_bitmap 000001600A488AD0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25721] added dtor for sub_bitmap 000001600A489670, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25728] added dtor for sub_bitmap 000001600A489C40, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25735] added dtor for sub_bitmap 000001600A489860, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25743] added dtor for sub_bitmap 000001600A48A7E0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25750] added dtor for sub_bitmap 000001600A489E30, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25757] added dtor for sub_bitmap 000001600A48A210, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25764] added dtor for sub_bitmap 000001600A48A9D0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25772] added dtor for sub_bitmap 000001600A48ABC0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25781] added dtor for sub_bitmap 000001600A48F230, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25789] added dtor for sub_bitmap 000001600A48FDD0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25796] added dtor for sub_bitmap 000001600A48FBE0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25803] added dtor for sub_bitmap 000001600A48E2B0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25811] added dtor for sub_bitmap 000001600A490590, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25819] added dtor for sub_bitmap 000001600A48F9F0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25827] added dtor for sub_bitmap 000001600A48D330, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25834] added dtor for sub_bitmap 000001600A48D520, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25844] added dtor for sub_bitmap 000001600A48D900, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25853] added dtor for sub_bitmap 000001600A48F420, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25860] added dtor for sub_bitmap 000001600A48E880, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25868] added dtor for sub_bitmap 000001600A48E0C0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25877] added dtor for sub_bitmap 000001600A48EA70, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25885] added dtor for sub_bitmap 000001600A48E690, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25892] added dtor for sub_bitmap 000001600A48FFC0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25900] added dtor for sub_bitmap 000001600A490780, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25910] added dtor for sub_bitmap 000001600A48EC60, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25918] added dtor for sub_bitmap 000001600A490970, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25925] added dtor for sub_bitmap 000001600A48F800, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25932] added dtor for sub_bitmap 000001600A490D50, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25941] added dtor for sub_bitmap 000001600A48F610, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25949] added dtor for sub_bitmap 000001600A48EE50, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25956] added dtor for sub_bitmap 000001600A4901B0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25963] added dtor for sub_bitmap 000001600A48DAF0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25971] added dtor for sub_bitmap 000001600A48F040, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25978] added dtor for sub_bitmap 000001600A4903A0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25986] added dtor for sub_bitmap 000001600A490B60, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.25994] added dtor for sub_bitmap 000001600A48D140, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26002] added dtor for sub_bitmap 000001600A48D710, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26012] added dtor for sub_bitmap 000001600A48DCE0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26020] added dtor for sub_bitmap 000001600A48E4A0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26028] added dtor for sub_bitmap 000001600A48DED0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26038] added dtor for sub_bitmap 000001600A497640, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26046] added dtor for sub_bitmap 000001600A4985C0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26053] added dtor for sub_bitmap 000001600A497830, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26061] added dtor for sub_bitmap 000001600A4981E0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26069] added dtor for sub_bitmap 000001600A495170, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26077] added dtor for sub_bitmap 000001600A496E80, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26084] added dtor for sub_bitmap 000001600A495550, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26092] added dtor for sub_bitmap 000001600A4966C0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26100] added dtor for sub_bitmap 000001600A497070, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26108] added dtor for sub_bitmap 000001600A4989A0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26116] added dtor for sub_bitmap 000001600A4983D0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26124] added dtor for sub_bitmap 000001600A4960F0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26133] added dtor for sub_bitmap 000001600A495930, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26140] added dtor for sub_bitmap 000001600A497260, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26148] added dtor for sub_bitmap 000001600A497450, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26157] added dtor for sub_bitmap 000001600A498D80, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26167] added dtor for sub_bitmap 000001600A4968B0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26175] added dtor for sub_bitmap 000001600A4962E0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26183] added dtor for sub_bitmap 000001600A498B90, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26190] added dtor for sub_bitmap 000001600A497A20, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26198] added dtor for sub_bitmap 000001600A495360, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26205] added dtor for sub_bitmap 000001600A495740, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26213] added dtor for sub_bitmap 000001600A497C10, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26220] added dtor for sub_bitmap 000001600A497E00, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26227] added dtor for sub_bitmap 000001600A4987B0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26234] added dtor for sub_bitmap 000001600A4964D0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26242] added dtor for sub_bitmap 000001600A495B20, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26250] added dtor for sub_bitmap 000001600A497FF0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26258] added dtor for sub_bitmap 000001600A495D10, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26265] added dtor for sub_bitmap 000001600A495F00, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26273] added dtor for sub_bitmap 000001600A496AA0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26281] added dtor for sub_bitmap 000001600A496C90, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26296] added dtor for sub_bitmap 000001600A49BA30, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26306] added dtor for sub_bitmap 000001600A499F10, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26314] added dtor for sub_bitmap 000001600A49C9B0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26325] added dtor for sub_bitmap 000001600A49B460, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26333] added dtor for sub_bitmap 000001600A49CD90, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26341] added dtor for sub_bitmap 000001600A49CBA0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26350] added dtor for sub_bitmap 000001600A49AAB0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26359] added dtor for sub_bitmap 000001600A49B270, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26367] added dtor for sub_bitmap 000001600A49BE10, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26374] added dtor for sub_bitmap 000001600A499940, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26382] added dtor for sub_bitmap 000001600A49C7C0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26393] added dtor for sub_bitmap 000001600A49A4E0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26403] added dtor for sub_bitmap 000001600A49AE90, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26411] added dtor for sub_bitmap 000001600A499180, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26419] added dtor for sub_bitmap 000001600A499370, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26428] added dtor for sub_bitmap 000001600A49ACA0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26436] added dtor for sub_bitmap 000001600A499B30, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26445] added dtor for sub_bitmap 000001600A49B080, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26454] added dtor for sub_bitmap 000001600A49A6D0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26462] added dtor for sub_bitmap 000001600A499560, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26470] added dtor for sub_bitmap 000001600A49C000, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26481] added dtor for sub_bitmap 000001600A499D20, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26491] added dtor for sub_bitmap 000001600A49A100, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26499] added dtor for sub_bitmap 000001600A49A2F0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26507] added dtor for sub_bitmap 000001600A49B840, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26517] added dtor for sub_bitmap 000001600A49B650, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26524] added dtor for sub_bitmap 000001600A49A8C0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26532] added dtor for sub_bitmap 000001600A49BC20, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26540] added dtor for sub_bitmap 000001600A49C5D0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26548] added dtor for sub_bitmap 000001600A499750, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26559] added dtor for sub_bitmap 000001600A49C1F0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26567] added dtor for sub_bitmap 000001600A49C3E0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26578] added dtor for sub_bitmap 000001600A4A3190, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26587] added dtor for sub_bitmap 000001600A4A6010, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26595] added dtor for sub_bitmap 000001600A4A67D0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26603] added dtor for sub_bitmap 000001600A4A3950, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26611] added dtor for sub_bitmap 000001600A4A2020, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26619] added dtor for sub_bitmap 000001600A4A46E0, func 00007FFB45C4118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.26628] added dtor for sub_bitmap 000001600A4A0310, func 00007FFB45C4118B
