stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\mathe\source\repos\testando codigo\x64\Debug\allegro5.cfg r
display  D   display_settings.c:400  _al_score_display_settings       [   0.04892] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04898] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04903] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04909] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04914] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04918] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04923] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04928] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04936] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04941] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04945] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04950] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04955] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04961] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.04968] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04973] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04979] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04984] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.04991] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.04997] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05004] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05009] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05014] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05019] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05026] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05031] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05039] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05044] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05051] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05056] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05063] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05068] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.05073] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05078] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05085] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05093] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05099] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05104] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05109] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05115] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05122] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05129] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05134] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05140] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05147] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05154] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.05160] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.05165] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05171] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05179] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05186] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05196] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05208] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.05215] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05221] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.05226] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05234] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.05240] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05245] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.05250] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05259] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.05264] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05270] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.05275] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05281] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.05286] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05294] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05299] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05304] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05309] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05314] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.05319] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05326] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.05332] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05338] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.05343] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05350] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.05355] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05361] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.05366] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05371] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.05377] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05382] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.05388] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05393] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05399] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05407] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05428] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05436] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.05443] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05453] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.05477] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05486] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.05512] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05523] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.05528] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05533] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.05537] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05542] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.05547] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05554] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.05561] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05568] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05573] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05580] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05589] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05596] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.05601] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05608] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.05615] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05624] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.05630] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05635] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.05640] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05647] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.05654] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05662] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.05666] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05672] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.05677] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05688] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05694] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05699] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05703] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05708] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.05713] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05726] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.05732] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05739] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.05750] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05762] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.05773] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05781] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.05788] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05794] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.05800] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05806] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.05811] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05826] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05833] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05842] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05848] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05861] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.05867] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05872] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.05877] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05884] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.05895] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05910] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.05916] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05924] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.05930] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05937] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.05942] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05948] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.05955] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05960] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05966] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.05973] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.05981] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05986] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.05990] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.05995] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.06000] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.06008] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.06014] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.06021] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.06027] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.06037] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.06042] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.06048] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.06053] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.06061] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.06069] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.06076] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.06082] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.06088] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.06100] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.06105] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.06110] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.06117] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.06128] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.06133] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.06138] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.06144] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.06157] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.06164] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.06171] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.06179] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.06184] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.06190] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.06194] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06199] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06205] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06211] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06218] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06227] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06234] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06240] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06246] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06252] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06257] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06263] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06271] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06280] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06287] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06293] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06299] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06306] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06311] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06318] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06324] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06330] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06336] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06342] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06347] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06353] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06359] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06367] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06372] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06377] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06383] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06392] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06399] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06404] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06409] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06413] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06420] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06426] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06434] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06440] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06446] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06452] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06457] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06464] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06469] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06473] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06479] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06483] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06493] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06499] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06503] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06509] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06515] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06521] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06527] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06533] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06539] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.06544] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06552] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06559] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06565] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06571] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06576] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.06582] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.06587] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
